95.1400993636,512.700595037,1.0,8339.73821071
29.9836289647,576.948621841,1.0,3270.81353174
9.46054669855,201.517019399,1.0,7540.09083409
95.7442839644,529.230494524,0.0,8565.77785557
33.9032966067,526.357890431,1.0,3927.0955767
11.7271377447,240.111306458,0.0,6857.88346715
96.986193273,524.617057327,0.0,8635.41005711
29.1973513915,551.45934886,1.0,3804.5139083
3.75431475473,208.488882875,0.0,6659.36239061
96.1722222824,542.647344586,1.0,8925.24808899
30.1357612171,493.130472854,1.0,4068.47045368
7.04352863035,201.918013923,1.0,6702.3044191
96.1249539076,523.302196724,1.0,8922.67009381
26.6675787261,532.234418916,1.0,3409.19370823
6.85816143375,228.992730551,1.0,6841.4809803
92.0010457301,502.572995343,0.0,8444.45801322
31.3083250518,495.270107453,0.0,3935.17726381
10.6729102204,206.905521891,0.0,7094.10183414
93.1272449845,534.943867838,0.0,8481.2128685
26.4110130639,517.380043215,0.0,3903.66687143
3.3793212236,203.845359849,0.0,7060.23470517
94.0085062927,522.551162598,1.0,8543.4418363
35.7874541285,516.542314672,0.0,3405.50600694
11.5875532494,212.32115627,1.0,7174.47177282
98.2677025052,551.118584142,1.0,9061.39715948
30.5425633995,546.91278043,0.0,3825.7004093
14.2492086761,204.98170951,0.0,7162.69665236
98.5839243517,488.989144106,1.0,8741.8640072
29.9661183208,533.429207437,1.0,3876.44427417
6.60066045534,214.813389971,0.0,6875.66564486
94.5849900129,523.038324647,1.0,8462.23421125
32.6404900182,552.894718785,1.0,3746.89067021
9.18475374167,218.753576978,1.0,7185.15131506
94.2476657733,539.602629986,0.0,8330.29688941
24.4136006569,539.852977206,0.0,3777.06047275
9.43934053851,213.197087473,0.0,7064.81752881
94.9542129274,548.961733015,0.0,8438.50543922
26.8482590487,572.600794034,1.0,4336.19074391
5.86024889831,226.287627325,0.0,6977.19783428
94.0020417789,542.882669764,1.0,8398.84212327
31.0152051082,529.606649168,0.0,4148.38437055
7.23318794019,206.167002877,0.0,6795.73178539
93.8989578372,502.451488915,0.0,8915.23789517
33.6030387321,536.894052178,1.0,4058.76280592
8.36941990514,219.653489314,0.0,6847.04701101
92.6114776111,521.343188952,1.0,8612.64292827
27.2106522677,524.078165967,0.0,4144.15790328
14.0612758188,214.882432225,0.0,6096.98905709
92.9431270631,524.795685132,1.0,8540.95805756
31.7302197761,518.805538959,1.0,4245.99999672
9.06574950196,209.262963595,0.0,6888.93557516
93.5903104612,546.742069482,1.0,8347.72287054
24.1024855468,541.141540771,1.0,4176.3375074
13.5203298623,225.727631114,1.0,7553.08953406
92.1572843471,531.781345393,1.0,8468.70302942
21.6205191381,556.750147863,0.0,3413.39758614
9.57832750595,216.381366289,1.0,6808.3928731
92.0589046922,507.949475622,0.0,8392.45873389
28.501938626,495.066379915,0.0,4210.48788745
14.7875910804,217.631343691,0.0,6922.25302061
90.5655705542,549.17391382,1.0,9163.62266228
28.078506821,520.656488774,1.0,3661.88463568
3.95443416148,200.010904842,0.0,6995.66424261
99.1959342324,518.659042996,1.0,9040.9741949
28.8942895133,545.012578434,0.0,4070.0664848
12.5550276917,218.680770854,1.0,6881.90853337
96.4502048847,552.955182872,0.0,8670.72746693
28.3262788733,542.049537922,0.0,4029.61502654
10.7046474289,223.276020881,0.0,7028.46416355
93.8765419593,515.558329233,0.0,8595.88795626
33.4851149538,564.648049755,0.0,4181.04735581
12.5973088126,222.647637344,1.0,7042.85184313
95.7722560412,507.765489468,0.0,8628.02471354
30.2857857961,520.469143,0.0,3396.72905902
13.2920438381,203.453687786,1.0,7146.10346246
94.4630408256,559.734618273,1.0,9166.74858337
26.0644627588,502.619529571,1.0,4584.25277068
10.2701070071,206.509733763,0.0,7432.39144907
94.706267724,519.760486622,1.0,8867.9649944
25.1363595269,535.962018317,1.0,3737.12881361
10.8145219208,221.328533887,0.0,7450.75497383
94.43100908,538.049700823,0.0,8748.96448159
31.6997922588,533.990582895,0.0,3855.06413397
9.8949105877,217.815178683,0.0,7004.69863973
98.0736396842,520.126240526,0.0,9072.24072014
24.2347995822,493.858749472,1.0,4225.59696361
7.03259371193,225.406344038,1.0,7301.10377927
92.9401788584,510.922699322,1.0,8573.06434136
31.0375155913,507.900962524,1.0,3753.84679455
11.7502183079,221.700283442,0.0,7098.85729969
90.6518245613,552.023496276,0.0,8606.68195672
30.6474077018,526.094446553,0.0,4186.44946454
11.5632388749,216.399344235,0.0,7249.15186554
94.9888591983,535.404467165,0.0,8394.79245515
24.4399562711,526.076772501,0.0,3660.15355326
7.80795198108,200.731628668,1.0,6782.87230458
95.0778885104,543.238253437,0.0,8401.68249733
24.2199291377,531.323583406,1.0,4094.28959318
10.5266340929,224.978127694,0.0,7127.45254433
96.1526836456,533.559374919,0.0,8454.20474089
25.9717772567,537.363417971,0.0,3896.86299679
8.64063684823,225.26153868,0.0,6206.99735441
95.0793122177,507.213817298,0.0,8475.73181292
32.0171536018,537.323902631,0.0,4000.09793235
5.09700369318,238.927489587,0.0,7046.68890995
91.5841607665,529.312675787,1.0,8476.88311428
32.7567280908,501.859245061,1.0,4184.92912506
