538.282210593,556.108170026
437.567557239,640.312615204
481.164678911,565.125666383
556.977668998,412.597827554
516.016200181,530.145968515
560.274456325,502.258574271
500.435183591,507.298780769
481.741289237,491.142852394
523.919781541,510.598979164
478.487368939,475.005327934
556.21282031,327.744821901
612.381829267,496.041010888
456.707845821,395.4509235
583.533597775,428.228104418
558.590134043,526.275762593
479.543281968,570.418905143
516.603283389,443.348488646
667.672799646,305.06553394
468.857564652,542.85175704
488.040749457,486.140060085
496.53222493,272.538639293
442.747611023,525.930266196
537.550390751,640.534902589
753.873426442,530.462573299
551.8825419,451.489563799
548.060177168,371.552141079
458.515367873,545.093312371
446.274280274,709.258849555
537.768823519,426.27539446
511.62989786,450.857748602
563.044293161,464.796725005
472.093483853,449.968034326
489.143348057,529.486080389
651.557411083,449.268080994
612.966041189,616.555744589
397.392853763,616.578145364
391.828624381,723.616486287
475.973087819,605.115662531
508.983895492,456.395201494
587.415285363,623.877138323
513.437233373,544.472497048
557.683022133,571.154871564
490.698043533,552.664958588
682.804478119,577.061918327
489.931197765,436.162715814
584.663149679,438.740832592
535.249976299,358.917840641
434.70726746,619.264138474
519.552934021,494.036537639
499.296072218,443.444190383
492.790546315,459.349770899
661.446423216,502.531831727
602.295181562,638.327819491
546.753450452,502.710711773
459.03191014,606.148228615
463.625615016,551.748636713
473.618838985,446.445894012
582.093768078,434.225813418
389.705910622,600.965413552
615.591619199,417.27568543
462.183332118,540.847942809
546.415996866,735.468457611
467.727527906,571.847165804
612.910694221,436.758251403
506.716888279,426.903951434
568.866434385,411.741815102
562.867448701,580.734533924
404.167478247,546.255232195
570.289448947,442.047213178
519.68283173,634.441188347
410.98593247,627.118994387
649.918215808,313.0363711
578.824978699,473.140276709
420.302970299,566.493402021
588.57309352,472.889282825
597.058179003,555.412260276
582.105429229,354.839250032
504.942108779,501.172493685
