-70.3147544676,421.009665127
-81.0071640656,350.846954258
169.589843267,374.350733051
-100.218078,554.720625026
89.7420389813,673.220788983
-24.3366423504,410.176265049
-113.067271267,467.341371005
-148.436355154,654.465187486
-38.2388100995,383.554873514
-62.0692838994,632.004093637
113.009351293,643.913326494
48.6847046928,534.04181053
3.69003570412,595.175544514
18.9697255252,446.541653213
74.716763898,460.468176365
-233.425755775,296.926126124
4.89101326153,509.488347502
15.6939701105,445.442680113
-31.2187785656,762.050726223
7.38077170603,449.804006775
3.95797265957,475.174907258
56.2777543291,525.424758898
121.909849115,559.583443326
-7.27335970706,713.565158877
60.3651207106,476.320653596
76.0124940871,466.776838237
-25.8785971247,324.001411106
112.120218427,476.940025824
-150.370939515,419.934653766
-39.3945644021,438.810602783
1.17958072604,542.697829889
99.786165577,541.185835376
-19.2984005549,358.018146451
-27.70034761,610.973799979
59.594731836,467.502516459
-130.884459441,512.279285976
-35.8172451262,334.104779056
66.1714392182,417.666808871
26.6914052172,583.189661372
22.0296390165,528.746438168
-82.2767625212,422.314738487
60.4815609336,509.018458499
83.285493245,377.4161815
25.7549746384,599.564292695
20.5099593805,534.191349533
-107.705379822,459.689500446
81.7226848696,456.165161088
34.9490963805,431.102889794
-167.865737752,506.026308759
117.514904311,605.180995383
132.738283847,397.471399718
95.6653879596,429.171194744
-130.843216236,446.934118225
-3.2252242392,579.237190937
36.14875279,530.667141882
52.3044478156,547.852527002
-101.953532632,589.145015394
-115.98850339,569.237376863
-18.360801992,503.645139947
-108.875796075,466.992021198
146.431345449,458.447427937
-12.3548608953,586.636358608
105.142184732,639.980552284
-69.8517180428,327.020627665
-64.3546026514,674.207740719
178.570845875,455.908440275
20.0381750378,456.514718519
-107.46138775,626.598865007
144.306893597,411.864859107
-142.702329347,446.775287707
2.43419048482,610.196370641
26.0736885721,674.685939699
-57.4980564374,330.372070794
-63.723171402,737.25698073
-53.1447838724,415.846719949
15.8718219541,467.81231556
-78.9855474461,620.034259823
-54.0409561794,590.952588324
115.82825748,386.559391747
70.5053078148,605.982409098
-12.8895293592,573.86870156
-39.8255581806,577.923045505
155.174336997,610.174128993
14.1965493796,449.056051592
-45.0869963278,662.332613453
-22.0349240052,500.967381594
-75.0364839161,506.334706659
163.294921594,565.698724347
-28.8052475337,577.417683641
25.9179398721,605.310857047
77.2897322269,544.035136477
51.828793298,456.358718563
-106.242042932,397.808197111
-21.3603997952,371.13917583
34.2950203828,447.366748878
-13.6494032026,329.389654824
70.6912171592,459.901834513
26.5732616154,468.884806732
-63.4069288636,723.744613678
